input,output,language,instruction
"हम्मे बतावा हियो का चल रहलो होत दुन्नो टीमा में, New Zealand :-Ross :- ""आएँ हो ई 4 गेंदा में 2 रन कईसे बन्तो"" India:- Rohit "" अरे....शमिया, तू खैनिया बनाव ,आव हियो ठोक के। कहा ही रे राहुलवा चलहि न हम्मे हियो न यार",negative,magahi,Classify the given article as either positive or negative or mix sentiment.
❤❤❤❤jio ho bihar ke lal❤❤❤❤,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Share karhun na ji!! SHARE Kahe na kara hahun? Share karbhu tab na dawaab bantayee,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Itihaas banabe ke hai😀😀😀😀😀😀😀😀😀😀😀,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
तोहर बतिया में तो बहुते बड़का तथ्य छुपल हको लेकिन तु अपन मनवा के भड़ास निकाल देलहु!!!!!!,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Bdi achha laglo Sr asne video bnayte rhiya👌👌,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Na Abhi okra chhathi ka dhood yad dila datiol hal,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Vp bhaiya Jabbar prabhu,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Phonwa to laga leta hal😁,neutral,magahi,Classify the given article as either positive or negative or mix sentiment.
"Last line , तोहनिओ के खेत कोडवावे ला होतऊ त जुगला के बोला लिहा .....😂😂😂😂😂",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Wah bhaiya support karlhu ekra lagi thanks,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
चाचा सही कहे होउ 🙏😄,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
का यार ठीक हई न हो,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Badkaa bhaiya ke pranam  Love from Ekangar sarai,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Bahute badiya video haylaye,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
भाषा के आँधी👌👌,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Hum masaurhi ( Patna ) se hio 😜😜,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
कविता अच्छा है😀 जिया ए बिहार के लाला जय मगध जय बिहार,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Ekra bare me jane la apan no reply kari Samajhni  ,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
१ लड़की से पेयार वेयार सब छलावा हइ हो,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Bahoot badiyan Presentation ba bhaiya pahli Baar magahi sunaniha pr ek ek Shabd clear rheAapan jad se jud k hi pauda falela fulelakeep it up guyzz Respect the diversity in Bihar for unity of Bihar Jai hind jai Bihar,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
अगला वीडियो कखनी अतई,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
मगधी बोयज चैनल जब भी देखे छिए हमरा लागै छै कि ई  हमर आपन चैनल छिए,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बर नीक लगगल,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बड़ नीक विडियो छै,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
ई विडियो देख के हमर मुखिया के याद आ गेलो जी😂,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Jio ha bihar ke lala jiya Tu hajaare saaal,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
एकदम धुरी गर्दा मचा देलहु की,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Jnv nawada ke hi hmre bde bhaiya Santosh sir jo ki yha physics ke best teacher h,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Aaha ke video bahut badhiya ay,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Talva ke lahar kapar chadh gaya' me expression mast tha,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
pehle baar magahi bhasha me kavita sune haipura Bejod team ke ekra la dhanyawaad karit hiwa ham aise hi mahahi me kavita likhat raha bahut-2 dhanyawaad,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
नमन है मगधी बॉयज के ❤️❤️❤️❤️,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
भइया इ तो गम वाला हो गेलई....।। कुछ गरदा मचावे वाला विडियों बनावअअ जैसे पिछले बार बनएले रहअअ...,mix,magahi,Classify the given article as either positive or negative or mix sentiment.
जय बज्जिका 👍,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Sb ke sb bat sahi kahai hahu bhaiaa lekin aadha se besi  ke e batiaa samajhe me n aao haee ho,mix,magahi,Classify the given article as either positive or negative or mix sentiment.
Beauty plus use karit hai ka badalwa. 🤣🤣🤣,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Yugalwa k awe se dher mjaa awe laglayi ji..aao hste hste pet dukh jaa ho marde ta.. Ab unkhara video me shakal v dekha del jaye..je se ki hmni aao jhoom jaiyay aao humach humach k videoyia share kr diyai..,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Dheere dheere mrr rahle h,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Girlfriend ke naam pe 😂 lagaabe  la boliye 👻,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Hum nirgun suna hiyo bhaiya,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
E  ba gaya nawada ke bhasha ehise hai bejod par aasha,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
😊Jai Magahi,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Wrong number web series में बनबही वेटर आउ कहबे कि दरोगा बन जाई कैसे हो तो??,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
❤️❤️hamro ❤️❤️hissa🙏🙏 milte ho 🔥🔥bhai👍👍,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Luv u bhaiya log ❤❤ वैशाली जिला से हियो भैया प्रणाम करत हियो .....🙏🙏,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Aibo bihar tab rajgir chalihaa hmra hi mehman bn krequest kari thio,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
सबसे बेसी मैथिली बोलल जाय छै बिहार मे,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
नीतीश जी के अबकी भारी मत से जीताहू ,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बहुत बढियाँ लगलो,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
झुलुवा झूल🤣🤣🤣,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
बहुत बढ़िया लगलो चाचा,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Dil se shukriya krit hiyo jhakas video,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"Owoo .निकलना तो  गेल्लें बेटा  1 no. . Bikul shi bole bhaiya ji.. jai ho bihar .. jai ho mere laal bhaiya ji ki.. parnam bhaiya ji London,UK se gulshan ji ka.. or HARYANA wale bhaiya ji ko v magdhi me boleye video me NHI tao haryanavi wala bhasa...  Jai ho jai hind.",mix,magahi,Classify the given article as either positive or negative or mix sentiment.
भइओ अब BJP  को हरा दो तो मज़ा आ जाई  एक बिहारी सब पे भारी  Haryana se,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Kaun gaun hakia,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"अरे मर्दे तोहनी शेयर काहे  न करा ही, खाली देख के मज़ा लेबित ह तोहनी, तनी शेयर भी करहुं, देखहुँ कि 60 हज़ार सब्सक्राइबर हे और 10 हज़ार भी व्यू न हे।  थोड़ा शेयर करहुं जी",mix,magahi,Classify the given article as either positive or negative or mix sentiment.
हमरा मगही,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Bc+ Mc = BMC 😄😄 Nailed it Bro..... Garda!!!!,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Bari badhiya laglo ji,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Jio ho Bihar ka Lala 🎉❤,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
पोस्टर तो बड़ी खतरनाक हई हो अपना बर्तन साफ धोयें। पिताश्री का आदेश है।😀😀😀,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
ई होलै ना बात। वाह।,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Jai maghi ❤️ Jai Bihar🔥,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"दुन्हों को गोड़ लागित ही , मगध के शेर जियो भाई 🙏",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Nitish ke to aavari mc hoti,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
बनचुकङी,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
बेरोजगारी औ कदाचार के औ ओकर शिकायत करे के एरा से बढ़िया परिचर्चा न देखलियो ह  युगल भाय,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Mausa haltin ka ta😄😄😄,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
सचे कांड हो गेलव भईया की अइसही वीडियो बनाइते हहु,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
गे मइया गे मइया कह के बचवा के धुंले ही नए कुछो बोला हउ,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Hindi mausi na dayan haye,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Bhiya g voice aur Mouth expression match nahi karta Avi aur sudhaar karne ki jarurat hai good try Keep it up 👍,mix,magahi,Classify the given article as either positive or negative or mix sentiment.
मजा आ गेलो भईया👌👌❤️,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
अपन बोली जे मगहिया है ओकर का कहना मस्त वीडियो है भैया जी,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Pyar kauchi halua h 🤣🤣🤣,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
बड़ा बढ़िया लगे हौ भइबा,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Ager manavee naa aawit hav t hmhuu chalbo manavee,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Mast video h boli bhut nik lagit haw,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
सहर आ गेलियो बाबू,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"एगो कहाबत सुनलु हेअपन बिहार में, खेत गेलऔ आरी में और घर गेलऔ दुआरी में, मतलब अब कोई एक विगहा दस कठा जमीन से  ज्यादा बाला कोई किसान न हथीन अपना बिहार में तब धान गेहू सरसो फैक्ट्री कहां खोलथिन बताहु ।  हमरा तो लग रहले हे जी की कोई नया सरकार बिहार में बानबे के चाहि जे रोजगार के खातिर कुछ कर सकेला",negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Asshlilta ke band krwal jaye,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
"Darua pike Aaiha,,. Yha nai mil hakho",negative,magahi,Classify the given article as either positive or negative or mix sentiment.
"सब होशियारी घुस जयटो गार में , एक बार फार्म भर बिहार पुलिस के बिहार में",negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Bihar me tailentwa ke koy kami hai ho,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Ek nmbr bhaiwa,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Wah mast mgahi bol rhlu h,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Bihar ke student ka yehi haal he,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Mote bhai ka gale me sikkar bara mast lag raha hai.... 😆😆😂 Love u dono bhai😘,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Pait or anga😂😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Sab ke sab atiyachar krta ha😡😡😡,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Jio bihar k shaan🔥,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Jai chhati Mai 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻👌🏻👌🏻,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
जेकरा रात मे सूझी ओकरा मगधी बॉयज सूझी,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Yeah Bhiya je Bola Yekari????? Badi Badiya Yego Gari Aabit Halo Lekin Na Deit Hio Lekin Yekari????? Control Vivekananda Control.....Don't criticize INDIAN Cricket team Jai Hind Jai Bihar Jai Jehanabad/Arwal,mix,magahi,Classify the given article as either positive or negative or mix sentiment.
Chukke kahal ja haaai  Aur bahut gullak v bolal ja haaiii,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बहुते अच्छा लागल 👌👌👌,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"भूंजा के कौनो जवाब न है चाचा एकदम सही कहे, ...😊☺ nyc वीडियो...",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"ए भाई, लड़की के नाम पल्लवी मिश्रा और बाबू के नाम राकेश दुबे 😳😳 ई कइसे???",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
युगल भैया के कहां छोड़ देलाहु  अगला एपिसोडावा में उनको लइहा,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
"सही कहल्हो भैया , चेरा देवल जा है फसाबे लगी",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Pintu chcha k to daar k phat gelai 😂😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
नौकरी ले रे कहिके ना रहबे..... सब काला हो jaito एक बार बाढ़  आ जायतो सब स्वस्थ ठीक कर देतो े तो मुखिया के बेटा है हमनी मुखिया के बेटस थोड़े हिये  जय bihar,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
गरदा ऊरा देहला मरदे,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Share kar de liyo VIP bhaiya & badi mst halo 😂👍💯,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Gardaa❤️❤️❤️,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Hamro chauda hotai tohro hotai duno ke mila ke 56inch to hoebe kartai,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
चक्का पर जगह हलइ,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
ई सब खिसवा हमर नानी सुनाब हलइ भिया .... जब हमनी तनी गो के हलि न तब रोज रतिया में जाड़ा के मौसम रह हालै   पोवार (पुआल का मगधी) पर सूत हलि अ नानी से खिस्सा कहवाब हलि😊😊....और भिया एक बात और हमनी मगधी के राजभाषा घोषित करे लगी प्रोटेस्ट करले हिऐई....ता तनी अपन लेवल पर जेतना बने हेल्प करिह अ करबैह भिया।         शुक्रिया,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
देश बेचवा को वोट दीजिएगा और रोजगार खोज रहे,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
"श्रीमान आज मातृभाषा दिवस है हमरा अपने पर बड़ी गर्व महसूस होवहाई काहेकी मगधी भाषा के तू बुलंदी पर ले जारलुआ ह और एकरा के तू पुरा देश के देखा रालुआ ह कि कितना मीठा भाषा है प्रणाम है भैया अपने के हमरा गर्व है मगधी भाषा पर।जय मगध,जय मगधी👍👍👏👏",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"Election me  याद रख लेना सबको , तभी बिहार के कुछ होई ना त , जय सिया राम",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बाह बड्ड नीक बिचार अपनेक 🙏🙏,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Chaat Chaat thappad🤣🤣🤣🤣🤣😂,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Emotional हो गेलियै,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बहुते अच्छा लगलो,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
ई बतकुच्चन🤣 वीडियो देख के बड़ी मज़ा आता है हर बार,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बहुत बढ़िया लिखले हथुन sir।।  सब वीडियो बहुत बढ़िया लगा हवा देख के।।,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Sab iss aramono k hi toh chakar hai lakho  prem kahaniya iss chakar may dab gayi hai lakin hum tohin k bata k respect kara karte hai Great vedio,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
फिर एगो बिजोड़ विडिओ  मातृभाषा जिंदाबाद,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Yahi sacchai hai aaj kal k laikan k oo sb e sb na mana hai,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"Bhaiya hamar centre Bihar me hai, aa hum phasal hai up me . Bahut tension hai.",negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Chaya cofi kavi na pea sab normal rahega ji,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Kar hi la biyaah dunno😁😁,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"एकदम से वेनिस बन गेल ह पटना,बहुत बुरा condition है जी हिया लेकिन तोहार आलोचना अच्छा हको एकदम वेल done कीप it up",mix,magahi,Classify the given article as either positive or negative or mix sentiment.
Vishwjit Bhaiya paintwa thik se phenhu g,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Yugalwa k awe se dher mjaa awe laglayi jiaao hste hste pet dukh jaa ho marde ta,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
भैया हमहु एक चैनल खोल रहल छियो अंगिका भाषा के सपोर्ट करिहो 🙏🙏,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Pichhe petrol rakhle ha kaa,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Sala sahi me thak lelko re hamra laglo ki jaagruk kare la video banailo huu,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
इ का बोल देलौ आझे check कराओ हइयो,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
हमरा ई वीडियो बहुते अच्छा लगले भैय्या। हम चाहअई कि ऐसे ही वीडियो बनाते रहौ,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
न तो मगध के पहचान छुप जाएत,neutral,magahi,Classify the given article as either positive or negative or mix sentiment.
भैय्या काहे ना हम सब मिलकर खान सर को Tweater पर सपोर्ट करे। और वु बकलोलवा के अपना बिहारी ताकत दिखा दे।,mix,magahi,Classify the given article as either positive or negative or mix sentiment.
Haaj to hamra sachcha motivation mil layi hai. Dhanyavaad bhaiya.,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Gajbe bhaiya..ekdm mast hawa ..talent ke bharmar hawa tu dono me,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Yugul Bhaiya or Vishwajeet Bhaiya ke bhai kahe hmesha Earphone hmesha kahe lagaile rhte hai😂😂😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Mobilewa ke screen lock kr lehu na to kuch chalu ho jaito😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
भाषा सं पहिचान हमर छै,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Sab lutera ho gya hm arwal chhetr se aate hai waha bhi aise hin ho rha hai woo bhi ghuskhori par proud feel karta hai,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
आय बप्पा पुड़िया न मिललो जी😂😂😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Pyaar haluaaaaaa hi re😜😜,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
मुहा में मुत देतो रे🤣😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
4:10 chhucchhe saraf se dho k pasar didhis .. hahahaha 😂😂  Maja aa gya... Keep up the good work man !!,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Sarkari naukri wala mentality chhodhu uncle Hm computer me hiyodekh hu bahut ladka aaw hakhin computer field me bhi aur private job lagi sabke encourage karhu jaise dekhu Punjab Gujrat me sarkari naukri lagi nai mar h sabhbhe naukari holo tb thik nai to sb business kare lagalkhun,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Ohooh mera bhy 😂😂😂😂😂 ekdam boorbak hh ekd nhi smjha  rha hh ekdm boorbak ukre smjha wa bhya 🍬🍬🍬khelawa usai smjh tb aaye gg badam khya demag kk buddhi nhi aaya ladki Bhaga  bhy😂😂👍👍👍👍,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
सबसे बढ़िया सादा जीवन उच्च विचार हकों,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बाह गुरु गर्दा मचा दिहलअ,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
दादा मूछवा aethat hauwa,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बहुते बढ़िया बोल ला भैया बिहार में पढ़े के बढ़िया मिल जितै तो काहेले कोटा जइबे,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Jiyo hmr Yugal bhaiya and VP bhaiya..  Tu SB magadh k grv hv.. Love you,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Kanwa aithe Ho aacha se,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
हलो सुन के अखिया भर गेलो,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
hmhu bihar se bhaiwa,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"Maarrr sala vikeyaa ke , chhorryee Mt",negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Jiyah ho bihar ke lala. ❤❤❤❤❤❤❤❤❤❤❤,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
फोनवा कट गया भैया....,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
एने दोनो बटवारा करे थैय औ  पीछे चचा खैनी बना रालखिं हे....,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
सर के प्रणाम मिले के मन कर रहलै आव हियो जल्दिये,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
E baat sahi kahlo,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Bhaiya question out हो गेलो,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Bhut accha laglo jee😃😃,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
हमर नाना जी तोहनी दूँनो के बड़का फ़ैन हाथून ।।। जहानाबाद से हियो ❤️😜,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Lalka t shirt wala toh gariya diya Modi ko 😂😂,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
पेड़ भी तो न हव भैया  नाव कैसे बनैवा अभी तो जल जीवन हरियाली वाला पैसा ठीक से खैवे नहीं किये हैं नेता जी त पेड़ कहाँ से दिखाइथिन,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Ha bhaiya Hamr babu ji ke bhi tavar ke char me 3000 thag leko he,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Maazaa aa gelo,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"UP ke naai, Jharkhand ke kissa hoi",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Jio ho Maghiya,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Hamre yahan bhunja hau अभी भी.....  ..jab ghare ja hiau ne hamar mama bhunjo hakhin..  Abhi Hame aiims mbbs students hiau..   Butaroo me तीसरा चौथा क्लास में मैया भर धोकड़ी भूंजा दे देहलखिन और टिफिन होवे पर खा हलियेल।।   हमे नवादा रोह से हियो।।,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
दिल के छू लेलक मगही कविता 👌👌,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Sarkar aati h jati hai.. Hamari samsaya wahi ka wahi rehta hai☹️,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
न मंगाम हम हाथे से काटम। लेकिन जे कहा तोर काम तारीफ़ लायक हवा।,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बहुते बढिमा मैसेज | पुरा अन्दर से झकझोरे वाला बा |,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"Tora,tu,Kar ke apne Babu ji se kyun  baat karte ho.",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Hyy re budbak sahiye me thaga gaine humra laglo ki video banaine he,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Sarwaaaa Youtube Commentwwaa Off Kar Delko Hal Kaise Kaise kar ke On karwailiyo hey Ab Jamm ke Comment Karhu aur Share Karhu Khoob Humach ke 💖🙏💖,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Drangon k aand h betich*d wla china sb,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Jai chhati maiya,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Dil chhu lehal a raja,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Papa ke biyahe na hoile hl 😀😀😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Bhut Bdhaiya a BhaiBs aise hi grda machaile rhabhute sara like subscribe aur comment mile tor video k👍👍,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
भईया हो  तोहनी के बतिया सुने में हमके बड़ा आनंद आवेला।🙏🙏 I m from West चम्पारण वाल्मिकीनगर,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
यह वीडियो बा अच्छा लगा लो,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
खाली नालन्दा के एक ही कम्युनिटी के नौकरी लगो है,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
पहली बार विडियो में विश्वजित भईया पिटाए हैं न तो खाली युगल भईया के मारते थे। 😂😂😂❤,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
मने हमरा प्यार hotau और हम बता देबऊ,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
तोहनी मरदे खाली मुँह देखावे आवही हो।जरीन सा आउ लामा विदेवो बनाही मर्दे।मजा आव हई इतनी सुन में।।।।।।।खाली बुनी पड़ हई जैसे।तोहनी कर कर चल जा हीं मर्दे आउ।गजेंद्र यादव जिला डेंजर जहानाबाद।बिहार।।।।।।मखदुमपुर नारायणपुर टेहटा।।।।।।।।।। जय हो मगही बहस जीवित रहिह।,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"Magahi me hi bolhu bhaiya, uhi achha lga ho",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Ka garda acting kailahu bhaiya  Star kidwan  se to kafi jyada behtar halo ji,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
चोखा भैया छोलनी कहा लेले छथिंन अति सुंदर 😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
शानदार जबरदस्त जिन्दाबाद 72 कटऑफ हलो 81 लाके mains fail हियो भयबा,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
मगहीपर कयाल सब काम बनिया हय जय मगही सबकोइ जगही हमसब मगहीके लेल नेपालमे भी काम क रहल ही जय मगही सबकोइ जगही ,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
ई ता का होगायाली,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
HM abhiyo Jon rajya me jahiyo to apne bhasba me bolohiyo Jay bihar,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
सर् तोरे सुना रहलखुन😂,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Chacha ke parnam,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"युगल भईया, और विस्वजीत भईया बिहार मे शिक्षक बहाली को ले एक वीडियो बनाइए",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
ekdam sacho bolho to magahiya aapan Mai jaisan ho,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
अछि is pronounced as अईछ,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Kahan chhaho milbaho nai,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
हमनी के ललचा रहलहुँ हे😂😂🤣🤣,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Aaj kal ke bhojpuri ke kharab gana gane walo ko is gane se kuchh sikhna chahiye  kamal ka song h bro ❤ Dono ka voice bhi bahut achchhi lagi ❤,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Kaha Ghar Hau ho,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
